Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,Model,EoS,EoL,In Scope?,Site Name,Street Address 1,Street Address 2,City,State,Zip,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
MSCOAROVG01,33.133.55.5,Router,Active,Cisco,VG224,QTX7835ZNBS,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,229d:3h:2m:0s,Jan-23-26 02:10:41,Jan-23-26 02:10:41,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COA,VG224,2015-04-24,2020-04-30,Yes,Coast Dist Office,2908 28TH STREET,,GULFPORT,MS,395010000,30.384741,-89.096192,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,False,,2020-04-30,-2131.0
MSCOAROVG02,33.133.55.5,Router,Active,Cisco,VG224,QTX7835ZNBU,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,229d:2h:58m:0s,Jan-23-26 02:09:47,Jan-23-26 02:09:47,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COA,VG224,2015-04-24,2020-04-30,Yes,Coast Dist Office,2908 28TH STREET,,GULFPORT,MS,395010000,30.384741,-89.096192,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,False,,2020-04-30,-2131.0
MSBSLROVG01,33.133.58.3,Router,Active,Cisco,VG224,QTX7777ZK9L,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,1114d:22h:5m:0s,Jan-23-26 02:10:37,Jan-23-26 02:10:37,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSL,VG224,2015-04-24,2020-04-30,Yes,Bay St Louis Office,300 HIGHWAY 90,,BAY SAINT LOUIS,MS,39520-3532,30.318975,-89.337999,Hancock,FO-MS-O-SOUTHWEST,MPC,False,,2020-04-30,-2131.0
MSREDSWADMIN02,33.133.85.130,Switch,Active,Cisco,WS-C2960S-48FPS-L,QOC7789Z33P,27.0(2)SE3,Bootstrap,4.0,53.0,49.0,1189d:20h:34m:0s,Jan-23-26 01:01:30,Jan-23-26 01:01:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,WS-C2960S-48FPS-L,2015-11-06,2020-11-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2020-11-30,-1917.0
MSREDSWADMIN01,33.133.85.88,Switch,Active,Cisco,WS-C2960S-48FPS-L,QOC7853Z737,27.0(2)SE3,Bootstrap,2.0,53.0,51.0,1190d:1h:4m:0s,Jan-23-26 02:10:07,Jan-23-26 02:10:07,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,WS-C2960S-48FPS-L,2015-11-06,2020-11-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2020-11-30,-1917.0
MSREDSWTURBINE01,33.133.85.80,Switch,Active,Cisco,IE-3000-8TC,QOC7787W7H8,27.0(2)EY2,Bootstrap,1.0,10.0,9.0, ,Jan-23-26 02:02:20,Jan-23-26 02:02:20,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,IE-3000-8TC,2020-06-30,2025-06-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2025-06-30,-244.0
MSREDSWWHSE01,33.133.85.01,Switch,Active,Cisco,IE-3000-8TC,QOC7778X3KZ,27.2(4)EA9,Bootstrap,2.0,10.0,8.0,123d:23h:58m:0s,Jan-23-26 02:02:11,Jan-23-26 02:02:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,IE-3000-8TC,2020-06-30,2025-06-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2025-06-30,-244.0
MSREDSWMECH01,33.133.85.02,Switch,Active,Cisco,IE-3000-8TC,QOC7887Y5LR,27.2(4)EA9,Bootstrap,1.0,10.0,9.0, ,Jan-23-26 02:03:48,Jan-23-26 02:03:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,IE-3000-8TC,2020-06-30,2025-06-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2025-06-30,-244.0
MSREDSWICSHOP01,33.133.85.03,Switch,Active,Cisco,IE-3000-8TC,QOC7888X77W,27.2(4)EA9,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 01:04:52,Jan-23-26 01:04:52,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,IE-3000-8TC,2020-06-30,2025-06-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2025-06-30,-244.0
MSREDSWWTRLAB01,33.133.85.05,Switch,Active,Cisco,IE-3000-8TC,QOC7773X3WZ,27.2(4)EA9,Bootstrap,2.0,10.0,8.0, ,Jan-23-26 01:10:12,Jan-23-26 01:10:12,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,IE-3000-8TC,2020-06-30,2025-06-30,Yes,PLANT RED HILLS,2391 PENSACOLA RD,,ACKERMAN,MS,39735-8906,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2025-06-30,-244.0
MSMDNROVG01,33.133.88.0,Router,Active,Cisco,VG224,QTX7879ZKQU,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,749d:6h:5m:0s,Jan-23-26 01:07:34,Jan-23-26 01:07:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDN,VG224,2015-04-24,2020-04-30,Yes,MPC - Meridian District Office,2401 11TH STREET,,MERIDIAN,MS,39301-5034,32.367296,-88.703056,Lauderdale,FO-MS-O-NORTH,MPC,False,,2020-04-30,-2131.0
MSMDNROVG02,33.133.88.8,Router,Active,Cisco,VG224,QTX7879ZKQW,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,749d:6h:9m:0s,Jan-23-26 02:06:52,Jan-23-26 02:06:52,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDN,VG224,2015-04-24,2020-04-30,Yes,MPC - Meridian District Office,2401 11TH STREET,,MERIDIAN,MS,39301-5034,32.367296,-88.703056,Lauderdale,FO-MS-O-NORTH,MPC,False,,2020-04-30,-2131.0
MSMDNROVG03,33.133.88.8,Router,Active,Cisco,VG224,QTX7838ZK3B,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,749d:5h:59m:0s,Jan-23-26 02:01:13,Jan-23-26 02:01:13,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDN,VG224,2015-04-24,2020-04-30,Yes,MPC - Meridian District Office,2401 11TH STREET,,MERIDIAN,MS,39301-5034,32.367296,-88.703056,Lauderdale,FO-MS-O-NORTH,MPC,False,,2020-04-30,-2131.0
GAVNPSWIT01,33.135.331.0,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3787Y759,27.2(2)E7,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 01:39:11,Jan-23-26 01:39:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,Vogtle Nuclear Plant,7821 RIVER RD,,WAYNESBORO,GA,30830-2965,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-10-31,-121.0
GAVNPSWITTEST01,33.135.331.8,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3738Z79X,27.0(2)SE8,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:32:48,Jan-23-26 02:32:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,Vogtle Nuclear Plant,7821 RIVER RD,,WAYNESBORO,GA,30830-2965,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-10-31,-121.0
GAVNPSWMETTWR01,33.135.335.202,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC3738Z7GW,27.0(2)SE8,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:34:58,Jan-23-26 02:34:58,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,Vogtle Nuclear Plant,7821 RIVER RD,,WAYNESBORO,GA,30830-2965,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-10-31,-121.0
GAVNPSWWLD0101,33.135.335.8,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z7WU,27.0(2)EY3,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:17:02,Jan-23-26 02:17:02,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Vogtle Nuclear Plant,7821 RIVER RD,,WAYNESBORO,GA,30830-2965,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-06-30,-244.0
GAVNPVGOVGS02,33.135.118.33,Voice Gateway,Active,Cisco,VG202,QCH7837R78M,27.2(4)M7,37.4(70r)YA3,1.0,4.0,3.0, ,Jan-23-26 02:15:05,Jan-23-26 02:15:05,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,VG202,2013-11-16,2018-11-30,Yes,Vogtle Nuclear Plant,7821 RIVER RD,,WAYNESBORO,GA,30830-2965,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2018-11-30,-2648.0
