Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,Model,EoS,EoL,In Scope?,Site Name,Street Address 1,Street Address 2,City,State,Zip,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
ALYBCSW02,158.115.218.88,Router,Active,Cisco,CGS-2520-16S-8PC,QOC7939Z7UZ,27.2(8)E2,Bootstrap,0.0,26.0,26.0,131d:21h:38m:0s,Jan-23-26 02:14:36,Jan-23-26 02:14:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YBC,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Big Creek TS,195 ELIZA JORDAN RD N,PSOT,MOBILE,AL,36608-9049,30.695119,-88.294158,Mobile,FO-AL-MOBILE SOUTHWEST,APC,False,,2027-01-31,336.0
ALRNLSW0102,158.115.221.130,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3378T3K8,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,40d:22h:45m:0s,Jan-23-26 02:15:49,Jan-23-26 02:15:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNL,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Reynolds Landing,2081 SHANNON OXMOOR RD,,BESSEMER,AL,350220000,33.403793,-86.877859,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,False,,2027-01-31,336.0
ALYBSSW02,158.115.231.88,Router,Active,Cisco,CGS-2520-16S-8PC,QOC7938Z7XZ,27.2(8)E2,Bootstrap,0.0,26.0,26.0,1941d:21h:50m:0s,Jan-23-26 01:13:20,Jan-23-26 01:13:20,New config id: 36226034,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YBS,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Barry SP,15300 HIGHWAY 43,,MT VERNON,AL,36512-2001,31.006714,-88.009629,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,False,,2027-01-31,336.0
ALYMASW0201,158.115.08.2,Router,Active,Cisco,CGS-2520-16S-8PC,QOC7757W79C,27.0(2)ED2,Bootstrap,0.0,26.0,26.0,522d:18h:44m:0s,Jan-23-26 02:19:29,Jan-23-26 02:19:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YMA,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Magella Substation,2000 Montevallo Rd SW,,Birmingham,AL,35211-4426,33.472189,-86.841892,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2027-01-31,336.0
ALYMASW0202,158.115.08.3,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3789T7HP,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,522d:18h:27m:0s,Jan-23-26 02:18:05,Jan-23-26 02:18:05,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YMA,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Magella Substation,2000 Montevallo Rd SW,,Birmingham,AL,35211-4426,33.472189,-86.841892,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2027-01-31,336.0
ALYG7SW01,158.115.88.188,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3735Z7KL,27.2(7)E2,Bootstrap,0.0,26.0,26.0,1178d:18h:56m:0s,Jan-23-26 01:00:49,Jan-23-26 01:00:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YG7,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Gaston SP,7159 MCGOWANS FERRY RD,PSOT,CHILDERSBURG,AL,35044-0000,33.245583,-86.458883,Talladega,FO-AL-BIRMINGHAM EAST,APC,False,,2027-01-31,336.0
ALXAPSWCAM17,158.133.152.80,Router,Active,Cisco,CGS-2520-16S-8PC,QOC7788W3ZM,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1812d:4h:40m:0s,Jan-23-26 02:04:12,Jan-23-26 02:04:12,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAP,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,APC - Corp Hdqtrs,600 18TH ST N,,BIRMINGHAM,AL,35203-2206,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,False,,2027-01-31,336.0
ALXAPSWCAM18,158.133.152.88,Router,Active,Cisco,CGS-2520-16S-8PC,QOC7757W79Q,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1812d:4h:48m:0s,Jan-23-26 01:04:21,Jan-23-26 01:04:21,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAP,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,APC - Corp Hdqtrs,600 18TH ST N,,BIRMINGHAM,AL,35203-2206,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,False,,2027-01-31,336.0
ALYSVSW02,158.133.185.88,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3777Z79Y,27.2(4)EA7,Bootstrap,1.0,26.0,25.0, ,Jan-23-26 01:03:54,Jan-23-26 01:03:54,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSV,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Silverhill Substation,15201 NORTH BLVD,,SILVERHILL,AL,36576-3732,30.55305,-87.76444,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,False,,2027-01-31,336.0
ALYCLSW02,158.133.238.2,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3737T38K,27.2(4)EA7,Bootstrap,0.0,26.0,26.0, ,Jan-23-26 01:02:01,Jan-23-26 01:02:01,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCL,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Clay Transmission Substation,8012 CLAYTON ROAD,PSOT,PINSON,AL,35126,33.740668,-86.557868,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,False,,2027-01-31,336.0
ALYLESW02,158.133.250.130,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3735Z7KK,27.0(2)EK2,Bootstrap,0.0,26.0,26.0, ,Jan-23-26 01:17:02,Jan-23-26 01:17:02,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YLE,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Leeds TS,1928 MONTEVALLO ROAD,,LEEDS,AL,340940000,33.52417,-86.57917,Jefferson,FO-AL-BIRMINGHAM EAST,APC,False,,2027-01-31,336.0
ALPFHSW01,332.25.32.51,Router,Active,Cisco,CGS-2520-16S-8PC,QOC3373T7W8,27.2(4)EA8,Bootstrap,19.0,26.0,7.0,911d:22h:16m:0s,Jan-23-26 01:24:37,Jan-23-26 01:24:37,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFH,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,Parkwest Fiber Hut,1225 5th Ave N,,Birmingham,AL,35203-1601,33.513604,-86.818326,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,False,,2027-01-31,336.0
ALPLMSWCAMWET12B,182.188.188.35,Router,Active,Cisco,CGS-2520-16S-8PC,QOC7785W3R7,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1164d:19h:0m:0s,Jan-23-26 02:03:59,Jan-23-26 02:03:59,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,CGS-2520-16S-8PC,2022-01-11,2027-01-31,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2027-01-31,336.0
ALAVDSW0101,99.77.128.33,Router,Active,Cisco,CGS-2520-24TC,QOC7885Z73X,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,801d:19h:15m:0s,Jan-23-26 02:10:48,Jan-23-26 02:10:48,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVD,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Avondale EBTS,3732 5TH COURT NORTH,,BIRMINGHAM,AL,35222-1306,33.530614,-86.781642,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,False,,2027-01-31,336.0
ALGDLSW0101,99.77.128.332,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5MK,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2169d:20h:54m:0s,Jan-23-26 02:10:59,Jan-23-26 02:10:59,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDL,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Gardendale EBTS,2591 RHODY DRIVE,,GARDENDALE,AL,350710000,33.687193,-86.822913,Jefferson,FO-AL-BIRMINGHAM NORTH,APC,False,,2027-01-31,336.0
ALRDMSW0101,99.77.128.122,Router,Active,Cisco,CGS-2520-24TC,QOC7885Z73Y,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1184d:21h:23m:0s,Jan-23-26 02:14:29,Jan-23-26 02:14:29,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RDM,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,RED MOUNTAIN EBTS,1500 BEACON PKWY E,,BIRMINGHAM,AL,35209-7400,33.484318,-86.808958,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2027-01-31,336.0
ALHITSW0101,99.77.128.126,Router,Active,Cisco,CGS-2520-24TC,QOC7885Z73R,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1471d:19h:41m:0s,Jan-23-26 01:15:28,Jan-23-26 01:15:28,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIT,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,HIGHLAND TOWERS EBTS,2251 HIGHLAND AVEUE SOUTH,,BIRMINGHAM,AL,35205-2939,33.5027,-86.7893,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2027-01-31,336.0
ALWWKSW0101,99.77.128.130,Router,Active,Cisco,CGS-2520-24TC,QOC7885Z738,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1949d:0h:33m:0s,Jan-23-26 02:10:40,Jan-23-26 02:10:40,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WWK,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,SHADES MOUNTAIN TRANSPORT\WATERWORKS EBTS ,2597 CHEROKEE PLACE,,BIRMINGHAM,AL,352160000,33.469,-86.7606,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2027-01-31,336.0
ALADMSW0101,99.77.128.138,Router,Active,Cisco,CGS-2520-24TC,QOC7975Z5DM,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,149d:17h:9m:0s,Jan-23-26 01:00:25,Jan-23-26 01:00:25,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADM,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Adamsville EBTS,3560 HUNNICUTT ROAD,,ADAMSVILLE,AL,350050000,33.607516,-86.951272,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2027-01-31,336.0
ALBRMSW0101,99.77.128.146,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z7ZQ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,2098d:21h:23m:0s,Jan-23-26 02:15:05,Jan-23-26 02:15:05,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRM,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Bryant Mountain EBTS,2240 GRANDVIEW TRAIL,,WARRIOR,AL,351800000,33.89245,-86.83552,Blount,FO-AL-BIRMINGHAM NORTH,APC,False,,2027-01-31,336.0
ALWLDSW0101,99.77.128.150,Router,Active,Cisco,CGS-2520-24TC,QOC7885Z78C,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1974d:22h:40m:0s,Jan-23-26 01:12:01,Jan-23-26 01:12:01,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLD,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Wildwood EBTS,257 SNOW DRIVE,,BIRMINGHAM,AL,35209-6304,33.4425,-86.83667,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,False,,2027-01-31,336.0
ALCHASW0101,99.77.128.154,Router,Active,Cisco,CGS-2520-24TC,QOC7979Z7ZH,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1444d:2h:32m:0s,Jan-23-26 02:14:07,Jan-23-26 02:14:07,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHA,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Chalkville EBTS,6100 WHIPPOORWILL DRIVE,,PINSON,AL,351260000,33.68222,-86.63556,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,False,,2027-01-31,336.0
ALLEESW0101,99.77.128.158,Router,Active,Cisco,CGS-2520-24TC,QOC7973Z5M5,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,875d:12h:45m:0s,Jan-23-26 02:14:30,Jan-23-26 02:14:30,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEE,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Leeds EBTS,1404 ALASKA AVE NW,,LEEDS,AL,350940000,33.5556,-86.5675,Jefferson,FO-AL-BIRMINGHAM EAST,APC,False,,2027-01-31,336.0
ALPINSW0101,99.77.128.162,Router,Active,Cisco,CGS-2520-24TC,QOC7978Z7EZ,27.0(2)SE2,Bootstrap,0.0,26.0,26.0,1458d:2h:44m:0s,Jan-23-26 02:14:01,Jan-23-26 02:14:01,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIN,CGS-2520-24TC,2022-01-11,2027-01-31,Yes,Pinson EBTS,1521 MEADOWCRAFT ROAD,,BIRMINGHAM,AL,35215-4139,33.644655,-86.732244,Jefferson,FO-AL-BIRMINGHAM NORTH,APC,False,,2027-01-31,336.0
